Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/10/2018,ATM Fee Refund,Atm Fee Rebate,8.75,credit,ATM Fee,Summit,,
5/10/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000027327 5059822629 320181300380760382,48.82,debit,Groceries,Blue Cash,,
5/10/2018,30 Second Street,SECOND STREET RAILYASANTA FE NM21104478130 SECONDSTREET@PROCESSL 320181300379633787,149.26,debit,Restaurants,Blue Cash,,
5/10/2018,Sfcc Food Service,SFCC FOOD SERVICE,10.28,debit,Restaurants,MasterCard,,
5/10/2018,Stitch Fix Ca,"STITCH FIX, INC. 844-386-3850 CA",20,debit,Clothing,Discover More Card,,
5/09/2018,Sfcc Food Service,SFCC FOOD SERVICE,11.53,debit,Restaurants,MasterCard,,
5/09/2018,McDonald's,MCDONALD'S F31442 SANTA FE NM,19.45,debit,Restaurants,Discover More Card,,
5/09/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000017963 5059822629 320181290363733971,17.37,debit,Groceries,Blue Cash,,
5/09/2018,Walgreens,WALGREENS SANTA FE NM99999998129NONE 87505 320181290360538432,53.65,debit,Pharmacy,Blue Cash,,
5/09/2018,Jetpens Ca,PAYPAL *JETPENS 4153766755 CA22383243 402-935-7733 320181290365596897,25.25,debit,Office Supplies,Blue Cash,,
5/09/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSL00V82QKA DIRECT MKTG INTERNET 320181290356765200,16.25,debit,Entertainment,Blue Cash,,
5/09/2018,Aplpay Susans Fine,AplPay SUSANS FINE WSANTA FE NM32173928128 LIQUOR STORE 320181290365851475,40.11,debit,Alcohol & Bars,Blue Cash,,
5/08/2018,Check 10161,Check 10161 Cashed,50,debit,Check,Summit,,
5/08/2018,McDonald's,MCDONALD'S F31442 SANTA FE NM,12.98,debit,Restaurants,Discover More Card,,
5/08/2018,Audible.com,Audible audible.com NJ6PKHGIQOE77 AUDIO BOOKS 320181280347928763,4.19,debit,Books,Blue Cash,,
5/08/2018,Amazon,AMAZON SERVICES-KIND866-321-8856ZGOJGW1JF3 DIGITAL 320181280344263333,10.5,debit,Books,Blue Cash,,
5/08/2018,Rc Repairclinic.com Mi,RC REPAIRCLINIC.COM 8002692609 MI,24.9,credit,Credit Card Payment,Discover More Card,,
5/07/2018,Check 10159,Check 10159 Cashed,200,debit,Check,Summit,,
5/07/2018,Check 10160,Check 10160 Cashed,1500,debit,Check,Summit,,
5/07/2018,Pod 39 Hotel,POD 39 HOTEL 594101 NEW YORK NY0049117440 (212)865-5700 320181270324671928,1203.93,debit,Travel,Blue Cash,Reimbursable,
5/07/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA3NTKWE68Z0C MERCHANDISE 320181270332440103,12.88,debit,Shopping,Blue Cash,,
5/07/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60880084 505-681-5286 320181270329489192,45.39,debit,Groceries,Blue Cash,,
5/07/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA6CVC2COZIO0,17.99,debit,Shopping,Discover More Card,,
5/06/2018,O Thought,PAYPAL *S O THOUGHT 402935773312553992 402-935-7733 320181260314981539,1,debit,Shopping,Blue Cash,,
5/06/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ48T4N4S4A DIRECT MKTG INTERNET 320181260311217131,4.32,debit,Entertainment,Blue Cash,,
5/06/2018,O Thought,PAYPAL *S O THOUGHT 402935773312546320 402-935-7733 320181260316868000,1,debit,Shopping,Blue Cash,,
5/06/2018,Ohori Coffee Tea,"OHORI'S COFFEE, TEA,SANTA FE NM85482988126 USFC87501 320181260307202061",20.98,debit,Coffee Shops,Blue Cash,,
5/06/2018,Sonic,SONIC DRIVE IN #2972SANTA FE NM000926000 5054710600 320181260318994487,9.09,debit,Restaurants,Blue Cash,,
5/06/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00520800129 5059921700 320181260316293889,113.94,debit,Groceries,Blue Cash,,
5/05/2018,Starbucks,AplPay STARBUCKS STONEW YORK NY00LK715614I FAST FOOD RESTAURANT 320181250297031301,2.89,debit,Coffee Shops,Blue Cash,Reimbursable,
5/05/2018,Cc Aeronova,CC AERONOVA JAMAICA NY2076 2018050500002076 11430 320181250291609927,66.8,debit,Restaurants,Blue Cash,Reimbursable,
5/05/2018,Sandia Shuttle Expre,SANDIA SHUTTLE EXPRERICHMOND VA08810133 804-222-7226 320181250295388359,34.69,debit,Travel,Blue Cash,Reimbursable,
5/04/2018,Check 10154,Check 10154 Cashed,100,debit,Check,Summit,,
5/04/2018,Creative Mobile Long,CREATIVE MOBILE 0900LONG ISLAND078651271 000-0000000 320181240276218346,14.76,debit,Travel,Blue Cash,Reimbursable,
5/04/2018,Starbucks,AplPay STARBUCKS STONEW YORK NY00LK6V9IIN1 FAST FOOD RESTAURANT 320181240281273375,2.89,debit,Coffee Shops,Blue Cash,Reimbursable,
5/04/2018,Nirvana,NIRVANA NEW YORK NY85309618124 USFC10016 320181240276226342,28.95,debit,Restaurants,Blue Cash,Reimbursable,
5/04/2018,Nirvana,NIRVANA NEW YORK NY85309618124 USFC10016 320181240276235858,60.08,debit,Restaurants,Blue Cash,Reimbursable,
5/04/2018,Ohoris Coffee Tea,OHORIS COFFEE TEA & SANTA FE NM85482988124 USFC87505 320181240275971936,4.9,debit,Coffee Shops,Blue Cash,,
5/04/2018,Sub Washpost Dc,SUB*WASHPOST*010085102 800-477-4679 DC0010042K8W,1,debit,Subscriptions,Discover More Card,,
5/03/2018,Liberty Mutual,Liberty Mutual Payment Sq. Nbr.: 0016108843,280.67,debit,Auto Insurance,Summit,,
5/03/2018,Sfcc Food Service,SFCC FOOD SERVICE,10.28,debit,Restaurants,MasterCard,,
5/03/2018,Starbucks,AplPay STARBUCKS STONEW YORK NY00LK6V9IFNK FAST FOOD RESTAURANT 320181230264265344,3.1,debit,Coffee Shops,Blue Cash,Reimbursable,
5/02/2018,Check 10155,Check 10155 Cashed,150,debit,Check,Summit,,
5/02/2018,Check 10153,Check 10153 Cashed,150,debit,Check,Summit,,
5/02/2018,Sfcc Food Service,SFCC FOOD SERVICE,6.04,debit,Restaurants,MasterCard,,
5/02/2018,Sfcc Food Service,SFCC FOOD SERVICE,3.85,debit,Restaurants,MasterCard,,
5/02/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWAF75NAUWI890,17.99,debit,Shopping,Discover More Card,,
5/02/2018,Trunk Club Il,TRUNK CLUB 312-266-8700 IL,793.35,debit,Clothing,Discover More Card,,
5/02/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA3FUTBBF509U,33.98,debit,Shopping,Discover More Card,,
5/02/2018,Amazon,AMAZON.COM AMZN.COM/BILLWAKC5XF76YP3W,48.27,debit,Shopping,Discover More Card,,
5/02/2018,Tst Gregorys Coffee,TST*GREGORYS COFFEE NEW YORK NYDeOvMHcmg00 9089025905 320181220246092222,6.26,debit,Coffee Shops,Blue Cash,Reimbursable,
5/02/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0059238 505-982-4668 320181220244419016,149.55,debit,Groceries,Blue Cash,,
5/01/2018,Check 10158,Check 10158 Cashed,128,debit,Check,Summit,,
5/01/2018,Conoco,Conoco Phillips,35.39,debit,Gas & Fuel,MasterCard,,
5/01/2018,Steve Flores,Steve Flores Karate Ac,81.23,debit,Gym,MasterCard,,
5/01/2018,Sfcc Food Service,SFCC FOOD SERVICE,1.6,debit,Restaurants,MasterCard,,
5/01/2018,Steve Flores,Steve Flores Karate Ac,50,debit,Gym,MasterCard,,
5/01/2018,Starbucks,STARBUCKS GATE A20 DDALLAS TX953 FAST FOOD RESTAURANT 320181210237362059,2.65,debit,Coffee Shops,Blue Cash,Reimbursable,
5/01/2018,Uber.com,UBER *TRIP 2UAZZ HELP.UBER.COMKR20BN03 HELP.UBER.COM 320181210231196800,10,debit,Lyft,Blue Cash,,
5/01/2018,Uber.com,UBER *TRIP W5GQ7 HELP.UBER.COM800249FS HELP.UBER.COM 320181210231193782,5,debit,Lyft,Blue Cash,,
5/01/2018,Einstein Bagels,EINSTEIN BAGELS DFW AIRPORT TX4043058888 320181210230629658,8.32,debit,Restaurants,Blue Cash,Reimbursable,
5/01/2018,Verizon Wireless,VERIZON Wireless REC800-922-020W0000001391VZWIRELESS 320181210229050685,322.18,debit,Mobile Phone,Blue Cash,,
5/01/2018,Starbucks,AplPay STARBUCKS STONEW YORK NY00LK7155LLI FAST FOOD RESTAURANT 320181210228703096,6.75,debit,Coffee Shops,Blue Cash,Reimbursable,
5/01/2018,Visit Patreon.com Insan,VISIT PATREON.COM/INSAN FRANCISOPSNT_CMEMU 8778877815 320181210223317496,20,debit,Charity,Blue Cash,,
5/01/2018,GoGoAir,HTTP://WWW.GOGOAIR.C877-350-003312916142SP INTERNET ACC 320181210235713067,12,debit,Travel,Blue Cash,Reimbursable,
4/30/2018,Check 10156,Check 10156 Cashed,2393.7,debit,Check,Summit,,
4/30/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0015983284,5613.17,credit,Paycheck,Summit,,
4/30/2018,Arthur Cab Leas,ARTHUR CAB LEAS 0901LONG ISLAND069005801 000-0000000 320181200208363546,49.27,debit,Travel,Blue Cash,Reimbursable,
4/30/2018,Uber.com,UBER *TRIP W5GQ7 HELP.UBER.COM4Y4Y8F12 HELP.UBER.COM 320181200212323868,24.36,debit,Lyft,Blue Cash,Reimbursable,
4/30/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60820116 505-681-5286 320181200216501920,20,debit,Groceries,Blue Cash,,
4/29/2018,Netflix,NETFLIX.COM 866-579-7172 CA21561916777 SUBSCRIPTION 320181190198085898,11.92,debit,Entertainment,Blue Cash,,
4/29/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00520700086 5059921700 320181190202140088,109.21,debit,Groceries,Blue Cash,,
4/29/2018,"Great Clips, Ty and Steve",6117 GREAT CLIPS AT CORO SANTA FE NM,73.81,debit,Personal Care,Discover More Card,,
4/29/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA4KQNAMLHG47,19.96,debit,Shopping,Discover More Card,,
4/29/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA4UB1QE9IEY1,14.49,debit,Shopping,Discover More Card,,
4/28/2018,Burrito,BURRITO COMPANY 4039SANTA FE NM73011758117 (505)982-4453 320181180191866030,26.1,debit,Restaurants,Blue Cash,,
4/28/2018,"Apple, fix steves ipad mini",APL*APPLE ONLINE STORE 800-676-2775 CAAC5215064108,190.8,debit,Electronics & Software,Discover More Card,,
4/27/2018,Aspiration Funds Asp,Aspiration Funds Asp-r Sq. Nbr.: 0015993826,5576.69,credit,Income,Summit,,
4/27/2018,ATM Withdrawal,Atm Withdrawal Los Alamos National Bank 2009 Galisteo St Santa Fe Nm Us,123.25,debit,Cash & ATM,Summit,,
4/27/2018,Second Street Brewer,SECOND STREET BREWERSANTA FE NM21104478117 SECONDSTREET@PROCESSL 320181170171288961,29.73,debit,Restaurants,Blue Cash,,
4/27/2018,Violet Crown Cinema,VIOLET CROWN CINEMA AUSTIN TX99999998117 5124959600 320181170166705204,8,debit,Entertainment,Blue Cash,,
4/27/2018,Taco Bell,TACO BELL SANTA FE NM0852216 505-982-1831 320181170165161079,7.58,debit,Restaurants,Blue Cash,,
4/27/2018,Ecco Espresso Gela,ECCO ESPRESSO & GELASanta Fe NMJYS3HQ squareup.com/receipts 320181170162716666,9.51,debit,Coffee Shops,Blue Cash,,
4/27/2018,Violet Crown Cinema,VIOLET CROWN CINEMA AUSTIN TX99999998117 5124959600 320181170167584334,8,debit,Entertainment,Blue Cash,,
4/27/2018,Sahalie,SAHALIE 800-458-6057 MASAHALIE,44.98,debit,Clothing,Discover More Card,,
4/26/2018,Sfcc Food Service,SFCC FOOD SERVICE,6.04,debit,Restaurants,MasterCard,,
4/26/2018,Amazon,AMAZON MKTPLACE PMTSAMZN.COM/BI28PQVMR0TI6 BOOK STORES 320181160147165860,29.5,debit,Shopping,Blue Cash,,
4/26/2018,New Baking Compa,THE NEW BAKING COMPASANTA FE NM10156320180 5055576435 320181160144794201,14.47,debit,Restaurants,Blue Cash,,
4/26/2018,Online Payment,PAYMENT - THANK YOU,2393.7,credit,Credit Card Payment,Discover More Card,,
4/25/2018,Violet Crown Cinema,VIOLET CROWN CINEMA AUSTIN TX99999998115 5124959600 320181150134244222,39,debit,Entertainment,Blue Cash,,
4/24/2018,Dbt Joe Dining,Dbt Purchase Joe's Dining Joe's Dining Santa Fe Nm Us,17.1,debit,Restaurants,Summit,,
4/24/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA1SL1IZZXJH4,40.94,debit,Shopping,Discover More Card,,
4/24/2018,Ohoris Coffee Tea,OHORIS COFFEE TEA & SANTA FE NM85482988114 USFC87505 320181140113882958,23.42,debit,Coffee Shops,Blue Cash,,
4/24/2018,American Airlines,AMERICAN AIRLINES 45800-433-73020180424 AA.COM 320181140117815192,239.3,debit,Travel,Blue Cash,Reimbursable,
4/24/2018,American Airlines,AMERICAN AIRLINES 45800-433-73020180424 AA.COM 320181140117460447,35.12,debit,Travel,Blue Cash,Reimbursable,
4/24/2018,JetBlue,JETBLUE AIRWAYS 9010JETBLUE NYLJEHUP 8005382583 320181140117930254,148.98,debit,Travel,Blue Cash,Reimbursable,
4/24/2018,JetBlue,JETBLUE AIRWAYS 9010JETBLUE NYLJEHUP 8005382583 320181140116852886,53,debit,Travel,Blue Cash,Reimbursable,
4/23/2018,Check 10151,Check 10151 Cashed,75,debit,Check,Summit,,
4/23/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60860129 505-681-5286 320181130105329411,56.15,debit,Groceries,Blue Cash,,
4/23/2018,Your Cash Reward,YOUR CASH REWARD/REFUND IS 320181130110146863,575,credit,Credit Card Payment,Blue Cash,,
4/23/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5VG7HDWSA DIRECT MKTG INTERNET 320181130101196793,1.07,debit,Entertainment,Blue Cash,,
4/23/2018,New York Times,NEW YORK TIMES DIGITAL 800-698-4637 NYF74BF4B3400B,12.5,debit,Subscriptions,Discover More Card,,
4/23/2018,Upper Crust,UPPERCRUST PIZZA 136006 SANTA FE NM,48.19,debit,Restaurants,Discover More Card,,
4/22/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00200800020 5059921700 320181120092183448,157.67,debit,Groceries,Blue Cash,,
4/21/2018,Steve Flores,Steve Flores Karate Ac,50,debit,Gym,MasterCard,,
4/21/2018,Steve Flores,Steve Flores Karate Ac,180,debit,Gym,MasterCard,,
4/21/2018,Donation Prx Radioto,DONATION PRX RADIOTOAPPLETON WIOPSNT_CIBME 8882048792 320181110079099542,4,debit,Charity,Blue Cash,,
4/21/2018,Burger Stand Jxyyy,THE BURGER STAND AT Santa Fe NMJXYYY2 squareup.com/receipts 320181110079207592,35.2,debit,Restaurants,Blue Cash,,
4/21/2018,Uber.com,UBER *TRIP 2UAZZ HELP.UBER.COM4AM8JD07 HELP.UBER.COM 320181110076717173,8.28,debit,Lyft,Blue Cash,,
4/21/2018,Audible.com,Audible audible.com NJ1SP8K4Q2MMU AUDIO BOOKS 320181110067984078,15.72,debit,Books,Blue Cash,,
4/21/2018,CenturyLink,CENTURYLINK/SPEEDPAY 800-244-1111 LA43163310,69.39,debit,Internet,Discover More Card,,
4/20/2018,Subway,AplPay SUBWAY SANTA FE NM017910779 505-9551682 320181100054755848,10.17,debit,Restaurants,Blue Cash,,
4/20/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA515DY43P3B2 MERCHANDISE 320181100056434593,178.7,debit,Shopping,Blue Cash,,
4/20/2018,Degree Ffsante Fe,35 DEGREE NORTH COFFSANTE FE NM28820005 505-424-1882 320181100053307451,7,debit,Restaurants,Blue Cash,,
4/20/2018,Tst Back Road,TST* BACK ROAD PIZZA SANTA FE NM,36.53,debit,Restaurants,Discover More Card,,
4/20/2018,Sahalie,SAHALIE 800-458-6057 MASAHALIE,104.98,debit,Clothing,Discover More Card,,
4/19/2018,Aspiration.com Online Transfer,Aspiration.com Online Transfer: Withdrawal,1000,debit,Transfer,Summit,,
4/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5V73N5HBA DIRECT MKTG INTERNET 320181090035651637,16.25,debit,Entertainment,Blue Cash,,
4/19/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000042874 5059822629 320181090044121350,5.59,debit,Groceries,Blue Cash,,
4/19/2018,Garnet Hill,GARNET HILL (800)870-3513 NH00132952487 800-870-3513 320181090041375768,78,debit,Shopping,Blue Cash,,
4/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSKYMHYW0KA DIRECT MKTG INTERNET 320181090036281308,16.25,debit,Entertainment,Blue Cash,,
4/19/2018,Crate & Barrel,CRATE & BARREL/CB2 9NAPERVILLE20181083989111 60540 320181090039624617,1468,debit,Furnishings,Blue Cash,,
4/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ47GLLTK1A DIRECT MKTG INTERNET 320181090036186648,1.07,debit,Entertainment,Blue Cash,,
4/19/2018,Garnet Hill,GARNET HILL (800)870-3513 NH00132952487 800-870-3513 320181090041740672,58,debit,Shopping,Blue Cash,,
4/19/2018,Allsups,ALLSUPS 336 SANTA FE NM,35.87,debit,Gas & Fuel,Discover More Card,,
4/18/2018,Ohoris Coffee Tea,OHORIS COFFEE TEA & SANTA FE NM85482988107 USFC87505 320181080028661184,20.16,debit,Coffee Shops,Blue Cash,,
4/18/2018,Rc Repairclinic.com Mi,RC REPAIRCLINIC.COM 734-495-3079 MI,104.71,debit,Home Improvement,Discover More Card,,
4/17/2018,Check 10152,Check 10152 Cashed,49.55,debit,Check,Summit,,
4/17/2018,Garnet Hill,GARNET HILL (800)870-3513 NH00132952487 800-870-3513 320181070008564089,264.95,debit,Shopping,Blue Cash,,
4/16/2018,Check 10150,Check 10150 Cashed,12000.82,debit,Check,Summit,,
4/16/2018,Check 10149,Check 10149 Cashed,85,debit,Check,Summit,,
4/16/2018,Check 10148,Check 10148 Cashed,50,debit,Check,Summit,,
4/16/2018,Bt Shaker Spoon,BT*SHAKER & SPOON SHBROOKLYN NYB8MN6S5F 3476875825 320181060988928608,150,debit,Charity,Blue Cash,,
4/15/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000014388 5059822629 320181050978743767,19.5,debit,Groceries,Blue Cash,,
4/15/2018,Amazon Kindle,AMAZON KINDLE UNLIMI866-321-8851D8JXLJIFJ8 DIGITAL 320181050980254192,10.5,debit,Books,Blue Cash,,
4/15/2018,Yin Yang Chinese,YIN YANG CHINESE RESTAUR SANTA FE NM,65.9,debit,Restaurants,Discover More Card,,
4/15/2018,Trunk Club Il,TRUNK CLUB 312-266-8700 IL,25,debit,Clothing,Discover More Card,,
4/14/2018,Hulu,Hulu,39.99,debit,Entertainment,MasterCard,,
4/14/2018,Izmi Sushi Restaurant,IZMI SUSHI RESTAURANT SANTA FE NM,56.8,debit,Restaurants,Discover More Card,,
4/14/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA2IP83BWQ4FB MERCHANDISE 320181040961930611,14.77,debit,Shopping,Blue Cash,,
4/14/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA21J8BFQ7IU4 MERCHANDISE 320181040962776254,30.47,debit,Shopping,Blue Cash,,
4/14/2018,Bumble Bees Baja Grill,BUMBLE BEE'S BAJA GRSANTA FE NM0000030005 505-820-2862 320181040962035836,50.42,debit,Restaurants,Blue Cash,,
4/14/2018,Amazon,AMAZON.COM AMZN.COM/BILL WA70LOVIK2UM3 MERCHANDISE 320181040961081627,14.77,debit,Shopping,Blue Cash,,
4/14/2018,Received Thank You,PAYMENT RECEIVED - THANK YOU 320181040968383192,12000.82,credit,Credit Card Payment,Blue Cash,,
4/13/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA6TA6NV4QQIM,11.99,debit,Shopping,Discover More Card,,
4/13/2018,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA7LDCGBV1A6Z,18.97,debit,Shopping,Discover More Card,,
4/13/2018,Starbucks,STARBUCKS STORE 05733 SANTA FE NM00G9D8TC2IO871503,3.2,debit,Coffee Shops,Discover More Card,,
4/13/2018,Amazon,AMAZON.COM AMZN.COM/BILLWA6I799QSQEVG,28.92,debit,Shopping,Discover More Card,,
4/13/2018,Allsups Allsups,ALLSUPS 336 10108843SANTA FE NM5985111936 ALLSUPS 336 320181030949234176,35.09,debit,Gas & Fuel,Blue Cash,,
4/13/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0015705390,5613.16,credit,Paycheck,Summit,,
4/12/2018,ATM Fee,Atm Withdrawal Los Alamos National Bank 2009 Galisteo St Santa Fe Nm Us,2.5,debit,ATM Fee,Summit,,
4/12/2018,ATM Withdrawal,Atm Withdrawal Los Alamos National Bank 2009 Galisteo St Santa Fe Nm Us,80,debit,Cash & ATM,Summit,,
4/12/2018,Harrys Ci Opsnt,HARRYS 888-212-6855 NEW YORK CIOPSNT_CFIGK +18882126855 320181020935826116,32,debit,Personal Care,Blue Cash,,
4/12/2018,Coronado Paint Decor,CORONADO PAINT & DECOR SANTA FE NM,3674.57,debit,Home Improvement,Discover More Card,,
4/11/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0030113 505-982-4668 320181010908682624,144.18,debit,Groceries,Blue Cash,,
4/11/2018,Zappos,ZAPPOS.COM (800)927-7671 NVDX2NA1S2YX5 FOOTWEAR 320181010914262159,53.77,debit,Clothing,Blue Cash,,
4/10/2018,Sfcc Food Service,SFCC FOOD SERVICE,6.04,debit,Restaurants,MasterCard,,
4/10/2018,Trunk Club H,TRUNK CLUB CHICAGO ILH52DKBK8 312-266-8700 320181000898175384,637.29,debit,Clothing,Blue Cash,,
4/10/2018,Interest Deposit April,Interest Deposit April 2018,10.54,credit,Interest Income,Summit,,
4/10/2018,Check 10147,Check 10147 Cashed,53.64,debit,Check,Summit,,
4/10/2018,ATM Fee Refund,Atm Fee Rebate,5.5,credit,ATM Fee,Summit,,
4/10/2018,Check 10136,Check 10136 Cashed,2000,debit,Check,Summit,,
4/10/2018,Check 10146,Check 10146 Cashed,1322.32,debit,Check,Summit,,
4/09/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60850122 505-681-5286 320180990881506026,102.35,debit,Groceries,Blue Cash,,
4/09/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS5T7G6GVBA DIRECT MKTG INTERNET 320180990876485353,3.23,debit,Entertainment,Blue Cash,,
4/09/2018,Bourbon Grill El,BOURBON GRILL AT EL SANTA FE NM10156320180 5059849800 320180990874702504,26.34,debit,Restaurants,Blue Cash,,
4/09/2018,Check 10143,Check 10143 Cashed,100,debit,Check,Summit,,
4/09/2018,Check 10144,Check 10144 Cashed,98.14,debit,Check,Summit,,
4/09/2018,Deposit,Check Deposit,173.6,credit,Income,Summit,,
4/08/2018,Albertsons,AplPay ALBERTSONS MASANTA FE NM0051716 505-982-4668 320180980862246449,160.14,debit,Groceries,Blue Cash,,
4/08/2018,Ohoris Coffee Tea,OHORIS COFFEE TEA & SANTA FE NM85482988098 USFC87505 320180980871767256,22.6,debit,Coffee Shops,Blue Cash,,
4/08/2018,Susans Fine Wine,SUSANS FINE WINE ANDSANTA FE NM32173928097 LIQUOR STORE 320180980869321368,69.38,debit,Alcohol & Bars,Blue Cash,,
4/07/2018,Dulles Glass & Mirror,DULLES GLASS AND MIRMANASSAS VA99011605 703-361-9994 320180970852855312,530.21,debit,Furnishings,Blue Cash,,
4/07/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00531200113 5059921700 320180970851969398,19.93,debit,Groceries,Blue Cash,,
4/07/2018,Cashback Bonus Redemption,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,142.18,credit,Bonus,Discover More Card,,
4/06/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMQ46QHTBN5A DIRECT MKTG INTERNET 320180960827548446,3.24,debit,Entertainment,Blue Cash,,
4/05/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSKY089BYKA DIRECT MKTG INTERNET 320180950814421439,14.09,debit,Entertainment,Blue Cash,,
4/05/2018,Trader Joe's,TRADER JOE'S #165 QSANTA FE NM0021367 626-599-3700 320180950820178078,10.83,debit,Groceries,Blue Cash,,
4/05/2018,Tomasitas,TOMASITASRESTURANT 500SGUADALUP5059835721 320180950822720353,28.53,debit,Restaurants,Blue Cash,,
4/05/2018,Sfcc Food Service,SFCC FOOD SERVICE,9.03,debit,Restaurants,MasterCard,,
4/05/2018,Lyft,LYFT *RIDE THU 5PM 855-280-0278 CA,6.07,debit,Lyft,Discover More Card,,
4/05/2018,Check 10145,Check 10145 Cashed,111.44,debit,Check,Summit,,
4/04/2018,Trunk Club F,TRUNK CLUB CHICAGO IL75F56KHM 312-266-8700 320180940806270490,25,debit,Clothing,Blue Cash,,
4/04/2018,Liberty Mutual,Liberty Mutual Payment Sq. Nbr.: 0015527551,280.67,debit,Auto Insurance,Summit,,
4/03/2018,Bumble Bees Baja Grill,BUMBLE BEE'S BAJA GRSANTA FE NM0000030048 505-820-2862 320180930788443303,44.77,debit,Restaurants,Blue Cash,,
4/03/2018,Sfcc Food Service,SFCC FOOD SERVICE,9.44,debit,Restaurants,MasterCard,,
4/03/2018,Lyft,LYFT *RIDE TUE 6PM 855-280-0278 CA,10,debit,Lyft,Discover More Card,,
4/03/2018,Lyft,LYFT *RIDE TUE 6PM 855-280-0278 CA,16.2,debit,Lyft,Discover More Card,,
4/03/2018,Aspiration Fee Sq,Aspiration Fee Sq. Nbr.: 0015494326,13.9,debit,Bank Fee,Summit,,
4/02/2018,Tkj Inc,TKJ INC D B A BURGERSANTA FE NM5965923087 TKJ INC D B A BURGER 320180920773519675,35.27,debit,Restaurants,Blue Cash,,
4/02/2018,Visit Patreon.com Insan,VISIT PATREON.COM/INSAN FRANCISOPSNT_CBRH5 8778877815 320180920773096469,20,debit,Charity,Blue Cash,,
4/02/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60890120 505-681-5286 320180920771647305,65.15,debit,Groceries,Blue Cash,,
4/02/2018,Ohori Coffee Tea,"OHORI'S COFFEE, TEA,SANTA FE NM85482988092 USFC87501 320180920775284503",22.87,debit,Coffee Shops,Blue Cash,,
4/02/2018,Sfcc Food Service,SFCC FOOD SERVICE,4.24,debit,Restaurants,MasterCard,,
4/02/2018,Transfer to MasterCard,Check 10140 Cashed,281.18,debit,Credit Card Payment,Summit,,
4/02/2018,Check 10141,Check 10141 Cashed,3462.5,debit,Check,Summit,,
4/02/2018,LegalZoom.com,LEGALZOOM.COM 888-310-0151 CALEGALZOOM.COM,216,debit,Legal,Discover More Card,,
4/01/2018,Verizon Wireless,VERIZON Wireless REC800-922-020W0000001376VZWIRELESS 320180910754799371,322.3,debit,Mobile Phone,Blue Cash,,
4/01/2018,Aplpay Kaune Neigh,AplPay KAUNE'S NEIGHSANTA FE NM000021993 5059822629 320180910758769913,101.68,debit,Groceries,Blue Cash,,
4/01/2018,Steve Flores,Steve Flores Karate Ac,81.23,debit,Gym,MasterCard,,
3/31/2018,Izmi Sushi Restauran,IZMI SUSHI RESTAURANSANTA FE NM43900019 505-424-1311 320180900742096619,27.31,debit,Restaurants,Blue Cash,,
